Index	VoiceGender	Category	FileName	SentenceHebrew	SentenceTranscription	SentenceRussian	Group	TargetWord
2123	FEMALE	Нейтральные / Безличные	s_ba1d920e1336.mp3	הַבּוֹקֶר הָרֶכֶב לֹא מֵנִיעַ.	hа-бóкер hа-рéхев ло менӣ́а.	Утром машина не заводится.	Существительные	הָרֶכֶב לֹא מֵנִיעַ
2124	FEMALE	Нейтральные / Безличные	s_29925d00d3b9.mp3	יֵשׁ רַעַשׁ מוּזָר מֵהַמָּנוֹעַ.	Йеш рáаш музáр ме-hа-манóа.	Из двигателя доносится странный шум.	Существительные	יֵשׁ רַעַשׁ מוּזָר מֵהַמָּנוֹעַ
2125	FEMALE	Нейтральные / Безличные	s_5e1e1e89dd89.mp3	בִּזְמַן עֲצִירָה הַבְּלָמִים חוֹרְקִים.	Бизмáн ацирá hа-бламӣ́м хоркӣ́м.	При остановке скрипят тормоза.	Существительные	הַבְּלָמִים חוֹרְקִים
2126	FEMALE	Нейтральные / Безличные	s_32dc2f2b3ffe.mp3	אֶתְמוֹל נִדְלְקָה נוּרַת מָנוֹעַ.	Этмóль нидлекá нурáт манóа.	Вчера загорелся чек двигателя.	Существительные	נִדְלְקָה נוּרַת מָנוֹעַ
2127	FEMALE	Нейтральные / Безличные	s_7085d1d39510.mp3	הַמַּצְבֵּר שֶׁלִּי הִתְרוֹקֵן לְגַמְרֵי.	hа-мацбéр шелӣ́ hитрокéн легамрéй.	Мой аккумулятор полностью разрядился.	Существительные	הַמַּצְבֵּר הִתְרוֹקֵן
2128	FEMALE	Нейтральные / Безличные	s_63b5a4c2dc35.mp3	יֵשׁ דְּלִיפַת שֶׁמֶן גְּדוֹלָה.	Йеш делифáт шéмен гдолá.	Есть большая утечка масла.	Существительные	יֵשׁ דְּלִיפַת שֶׁמֶן
2129	FEMALE	Нейтральные / Безличные	s_adf1a30edd1a.mp3	בַּנְּסִיעָה הַמָּנוֹעַ מִתְחַמֵּם מַהֵר.	Бансиá hа-манóа митхамéм маhéр.	Во время поездки мотор быстро нагревается.	Существительные	הַמָּנוֹעַ מִתְחַמֵּם מַהֵר
2130	FEMALE	Нейтральные / Безличные	s_60774e2a0b01.mp3	הִרְגַּשְׁתָּ רְעִידָה חֲזָקָה בַּהֶגֶה?	hиргáшта реъидá хазакá ба-héге?	Ты почувствовал сильную вибрацию в руле?	Существительные	הַרְגָּשַׁת רְעִידָה בַּהֶגֶה
2131	FEMALE	Нейтральные / Безличные	s_eb73d83d0516.mp3	כַּמָּה זֶה יַעֲלֶה בְּעֵרֶךְ?	Кáма зэ яалé бе-э́рех?	Сколько это примерно будет стоить?	Существительные	כַּמָּה זֶה יַעֲלֶה בְּעֵרֶךְ?
2132	FEMALE	Нейтральные / Безличные	s_a057750adf59.mp3	אֶפְשָׁר הַצָּעַת מְחִיר לְתִיקּוּן?	Эфшáр hацаáт мехӣ́р ле-тикýн?	Можно расчет стоимости ремонта?	Существительные	הַצָּעַת מְחִיר לְתִיקּוּן
2133	FEMALE	Нейтральные / Безличные	s_81262baf3497.mp3	חֵלֶק מְקוֹרִי אוֹ חֲלִיפִי?	Хéлек мекорӣ́ о халифӣ́?	Деталь оригинальная или аналог?	Существительные	חֵלֶק מְקוֹרִי אוֹ חֲלִיפִי?
2134	FEMALE	Нейтральные / Безличные	s_e8a4f25e395c.mp3	כַּמָּה זְמַן יִקַּח הַתִּיקּוּן?	Кáма зман йикáх hа-тикýн?	Сколько времени займет ремонт?	Существительные	כַּמָּה זְמַן יִקַּח הַתִּיקּוּן?
2135	FEMALE	Нейтральные / Безличные	s_e91ed534085e.mp3	הָרֶכֶב יִהְיֶה מוּכָן הַיּוֹם.	hа-рéхев йихйé мухáн hайóм.	Машина будет готова сегодня.	Существительные	הָרֶכֶב יִהְיֶה מוּכָן הַיּוֹם
2136	FEMALE	Нейтральные / Безличные	s_e2122de45b94.mp3	נִתְקַשֵּׁר כְּשֶׁזֶּה יִהְיֶה מוּכָן.	Ниткашéр кше-зэ йихйé мухáн.	Мы позвоним, когда всё будет готово.	Существительные	נִתְקַשֵּׁר אֵלֶיךָ כְּשֶׁזֶּה יִהְיֶה מוּכָן
2137	FEMALE	Нейтральные / Безличные	s_ebc6842488a5.mp3	עָשִׂיתִי טִיפּוּל עֲשֶׂרֶת אֲלָפִים.	Асӣ́ти типýль асéрет алафӣ́м.	Я сделал плановое техобслуживание.	Существительные	טִיפּוּל עֲשֶׂרֶת אֲלָפִים
2138	FEMALE	Нейтральные / Безличные	s_c1f6e60f0c2f.mp3	סִיַּמְנוּ הֲכָנָה לְטֶסְט שְׁנָתִי.	Сийáмну hаханá ле-тэст шнатӣ́.	Мы завершили подготовку к ежегодному техосмотру.	Существительные	הֲכָנָה לְטֶסְט שְׁנָתִי
2139	FEMALE	Нейтральные / Безличные	s_d97b3d3c4819.mp3	הַיּוֹם הָרֶכֶב עָבַר טֶסְט!	hайóм hа-рéхев авáр тэст!	Сегодня машина прошла техосмотр!	Существительные	הָרֶכֶב עָבַר טֶסְט
2140	FEMALE	Нейтральные / Безличные	s_f7093e241d35.mp3	יֵשׁ אַחְרָיוּת עַל הַתִּיקּוּן?	Йеш ахрайýт аль hа-тикýн?	Есть ли гарантия на ремонт?	Существительные	יֵשׁ אַחְרָיוּת עַל הַתִּיקּוּן?
2141	FEMALE	Нейтральные / Безличные	s_5941292d78cc.mp3	זֹאת חֶבְרַת בִּיטּוּחַ טוֹבָה.	Зот хеврáт битýах товá.	Это хорошая страховая компания.	Существительные	חֶבְרַת בִּיטּוּחַ
2142	FEMALE	Нейтральные / Безличные	s_fb42a74f0bfb.mp3	שַׁמַּאי הָרֶכֶב כְּבָר בָּדַק.	Шамáй hа-рéхев квар бадáк.	Автооценщик уже всё проверил.	Существительные	שַׁמַּאי רֶכֶב
2143	FEMALE	Нейтральные / Безличные	s_7c95f872fdf6.mp3	מִילֵּאתָ דּוּ"חַ תְּאוּנָה מְפוֹרָט?	Милéта дóах теунá мефорáт?	Ты заполнил подробный отчёт об аварии?	Существительные	דּוּ"חַ תְּאוּנָה
2144	MALE	3-е лицо м.р. (הוא / דוד)	s_c2cab38bb189.mp3	הָרֶכֶב הוּא טוֹטָל-לוֹס.	hа-рéхев hу тóтал лос.	Машина восстановлению не подлежит.	Существительные	טוֹטָל-לוֹס
2145	FEMALE	Нейтральные / Безличные	s_5fc1d3362c4b.mp3	קִבַּלְתָּ חֶשְׁבּוֹנִית וְקַבָּלָה בַּמּוּסָךְ?	Кибáльта хешбонӣ́т ве-кабалá ба-мусáх?	Ты получил квитанцию в автосервисе?	Существительные	חֶשְׁבּוֹנִית וְקַבָּלָה
2146	FEMALE	Нейтральные / Безличные	s_8343aedd763a.mp3	נְסִיעָה טוֹבָה וּבְטוּחָה לָכֶם!	Несиá товá у-втухá лахéм!	Хорошей и безопасной поездки вам!	Существительные	נְסִיעָה טוֹבָה וּבְטוּחָה
2147	FEMALE	Нейтральные / Безличные	s_e64425553f6d.mp3	הַיְּלָדִים יוֹשְׁבִים בַּמִּפְגָּשׁ.	hа-йеладӣ́м йошвӣ́м ба-мифгáш.	Дети сидят на утреннем сборе.	Существительные	מִפְגָּשׁ
2148	FEMALE	Нейтральные / Безличные	s_944ec03596e9.mp3	הַיְּלָדִים מְשַׂחֲקִים בֶּחָצֵר.	hа-йеладӣ́м месахакӣ́м бе-хацéр.	Дети играют во дворе.	Существительные	חָצֵר
2149	MALE	3-е лицо м.р. (הוא / דוד)	s_0dd32481ff36.mp3	הַיֶּלֶד בּוֹנֶה בְּאַרְגַּז חוֹל.	hа-йéлед бонé бе-аргáз холь.	Ребёнок строит в песочнице.	Существительные	אַרְגַּז חוֹל
2150	FEMALE	Нейтральные / Безличные	s_8f223dbf0310.mp3	זֹאת מַגְלֵשָׁה גְּדוֹלָה מְאוֹד.	Зот маглешá гдолá меóд.	Это очень большая горка.	Существительные	מַגְלֵשָׁה
2151	FEMALE	3-е лицо ж.р. (היא / שרה)	s_838f9ddcd7a5.mp3	הִיא אוֹהֶבֶת אֶת הַנַּדְנֵדָה.	hи оhéвет эт hа-наднедá.	Она любит качели.	Существительные	נַדְנֵדָה
2152	FEMALE	Нейтральные / Безличные	s_7ca15b23db60.mp3	זֶה מִשְׂחָק חָדָשׁ בַּגַּן.	Зэ мисхáк хадáш ба-ган.	Это новая игра в детском саду.	Существительные	מִשְׂחָק
2153	FEMALE	3-е лицо ж.р. (היא / שרה)	s_f205b3d6a2fa.mp3	הַיַּלְדָּה מְשַׂחֶקֶת עִם בּוּבָּה.	hа-яльдá месахéкет им бýба.	Девочка играет с куклой.	Существительные	בּוּבָּה
2154	FEMALE	Нейтральные / Безличные	s_7147ced87312.mp3	הֵם בּוֹנִים מִגְדָּל מִקּוּבִּיּוֹת.	hем бонӣ́м мигдáль ми-кубийóт.	Они строят башню из кубиков.	Существительные	קוּבִּיּוֹת
2155	FEMALE	Нейтральные / Безличные	s_ac71a0b478d9.mp3	הַיְּלָדִים מְפַסְּלִים בִּפְלַסְטֶלִינָה וּבָצֵק.	hа-йеладӣ́м мефаслӣ́м би-пластелӣ́на у-вацéк.	Дети лепят из пластилина и теста.	Существительные	פְּלַסְטֶלִינָה / בָּצֵק
2156	FEMALE	Нейтральные / Безличные	s_249afb95fa4e.mp3	קַח צְבָעִים וּתְצַיֵּר יָפֶה.	Ках цваӣ́м у-тецайéр яфé.	Возьми цветные карандаши и красиво рисуй.	Существительные	צְבָעִים
2157	FEMALE	Нейтральные / Безличные	s_450a48d3f602.mp3	אֵלֶּה טוּשִׁים צִבְעוֹנִיִּים מְאוֹד.	Éле тýшим цивъонийӣ́м меóд.	Это очень яркие фломастеры.	Существительные	טוּשִׁים
2158	FEMALE	Нейтральные / Безличные	s_f09026cc0ea0.mp3	תֵּן לִי דֶּבֶק, בְּבַקָּשָׁה.	Тен ли дéвек, бе-вакашá.	Дай мне клей, пожалуйста.	Существительные	דֶּבֶק
2159	FEMALE	Нейтральные / Безличные	s_de72224c604e.mp3	אֵלֶּה מִסְפָּרַיִם בְּטוּחוֹת לִילָדִים.	Éле миспарáйим бтухóт ле-йеладӣ́м.	Это безопасные ножницы для детей.	Существительные	מִסְפָּרַיִם
2160	FEMALE	Нейтральные / Безличные	s_b0edd47fc10d.mp3	נְצַיֵּר עַל בְּרִיסְטוֹל גָּדוֹל.	Нецайéр аль бристóль гадóль.	Нарисуем на большом ватмане.	Существительные	בְּרִיסְטוֹל
2161	FEMALE	Нейтральные / Безличные	s_31d7b63df9a0.mp3	צָרִיךְ לְהַחְלִיף לוֹ חִיתּוּל.	Царӣ́х леhахлӣ́ф ло хитýль.	Нужно поменять ему подгузник.	Существительные	חִיתּוּל
2162	FEMALE	Нейтральные / Безличные	s_790b73770258.mp3	קַח מַגְבּוֹנִים לַחִים בַּתִּיק.	Ках магбонӣ́м лахӣ́м ба-тик.	Возьми влажные салфетки в сумке.	Существительные	מַגְבּוֹנִים לַחִים
2163	FEMALE	Нейтральные / Безличные	s_e1b587661b36.mp3	אֵיפֹה הַמּוֹצֵץ שֶׁל הַתִּינוֹק?	Éйфо hа-моцéц шель hа-тинóк?	Где пустышка малыша?	Существительные	מוֹצֵץ
2164	FEMALE	Нейтральные / Безличные	s_9d662bfa3e53.mp3	הַבַּקְבּוּק מָלֵא בְּמַיִם.	hа-бакбýк малé бе-мáйим.	Бутылочка полна воды.	Существительные	בַּקְבּוּק
2165	MALE	3-е лицо м.р. (הוא / דוד)	s_0e46fe6aa475.mp3	הַיֶּלֶד יָשֵׁן עַל מִזְרָן.	hа-йéлед яшéн аль мизрáн.	Ребёнок спит на матрасе.	Существительные	מִזְרָן
2166	MALE	3-е лицо м.р. (הוא / דוד)	s_40a6701128aa.mp3	הוּא מְחַבֵּק אֶת שְׂמִיכִי.	hу мехабéк эт смӣ́хи.	Он обнимает своё одеяльце.	Существительные	שְׂמִיכִי
2167	FEMALE	Нейтральные / Безличные	s_3aaf75227d55.mp3	עַכְשָׁיו אוֹכְלִים אֲרוּחַת עֶשֶׂר.	Ахшáв охлӣ́м арухáт éсер.	Сейчас мы едим второй завтрак.	Существительные	אֲרוּחַת עֶשֶׂר
2168	FEMALE	Нейтральные / Безличные	s_1b07232f9bfd.mp3	הַיּוֹם יֵשׁ קַבָּלַת שַׁבָּת.	hайóм йеш кабалáт шабáт.	Сегодня встреча Шаббата в саду.	Существительные	קַבָּלַת שַׁבָּת
2169	FEMALE	Нейтральные / Безличные	s_95ceba5bc5f0.mp3	הֵבֵאתָ בְּגָדִים לְהַחְלָפָה לַגַּן?	hевéта бгадӣ́м ле-hахлафá ла-ган?	Ты принёс сменную одежду в садик?	Существительные	בְּגָדִים לְהַחְלָפָה
2170	FEMALE	Нейтральные / Безличные	s_d12264857435.mp3	שִׂים מִשְׂחָקִים בַּסַּלְסִילָה הַזֹּאת.	Сим мисхакӣ́м ба-сальсилá hа-зот.	Сложи игрушки в эту корзинку.	Существительные	סַלְסִילָה
2171	FEMALE	Нейтральные / Безличные	s_f0194b721c78.mp3	בּוֹקֶר טוֹב לְכוּלָּם, יְלָדִים!	Бóкер тов ле-хулáм, йеладӣ́м!	Доброе утро всем, дети!	Существительные	בּוֹקֶר טוֹב לְכוּלָּם!
2172	FEMALE	Нейтральные / Безличные	s_a990d5d086cc.mp3	בּוֹאוּ נֵשֵׁב בְּמַעְגָּל עַכְשָׁיו.	Бóу нешéв бе-маэгáль ахшáв.	Давайте сядем в круг сейчас.	Существительные	בּוֹאוּ נֵשֵׁב בְּמַעְגָּל
2173	FEMALE	Нейтральные / Безличные	s_33ed72c64452.mp3	יוֹסִי, תּוֹרְךָ עַכְשָׁיו לְשַׂחֵק.	Йóси, торхá ахшáв лесаֿхéк.	Йоси, сейчас твоя очередь играть.	Существительные	תּוֹרְךָ עַכְשָׁיו
2174	FEMALE	Нейтральные / Безличные	s_9bd0fba959c0.mp3	לֹא לְהַרְבִּיץ, מְדַבְּרִים בְּמִילִּים!	Ло леhарбӣ́ц, медабрӣ́м бе-милӣ́м!	Не драться, мы говорим словами!	Существительные	לֹא לְהַרְבִּיץ, מְדַבְּרִים בְּמִילִּים
2175	FEMALE	Нейтральные / Безличные	s_9b3bb16f3c0e.mp3	אֶפְשָׁר לְשַׁתֵּף בַּמִּשְׂחָק הַזֶּה?	Эфшáр лешатéф ба-мисхáк hа-зэ?	Можно поделиться этой игрой?	Существительные	אֶפְשָׁר לְשַׁתֵּף בַּמִּשְׂחָק?
2176	FEMALE	Нейтральные / Безличные	s_8d59a467db0c.mp3	אַל תִּדְאַג, אִמָּא תָּבוֹא.	Аль тидъáг, ӣ́ма тавó.	Не волнуйся, мама скоро придёт.	Существительные	אַל תִּדְאַג, אִמָּא תָּבוֹא בְּאַרְבַּע
2177	FEMALE	Нейтральные / Безличные	s_ddcecf2b3f95.mp3	יְלָדִים, לְמִי יֵשׁ פִּיפִּי?	Йеладӣ́м, ле-ми йеш пӣ́пи?	Дети, кто хочет в туалет?	Существительные	לְמִי יֵשׁ פִּיפִּי?
2178	FEMALE	Нейтральные / Безличные	s_648e514744cc.mp3	עַכְשָׁיו אוֹסְפִים אֶת הַמִּשְׂחָקִים!	Ахшáв осфӣ́м эт hа-мисхакӣ́м!	Сейчас собираем все игрушки!	Существительные	עַכְשָׁיו אוֹסְפִים אֶת הַמִּשְׂחָקִים
2179	FEMALE	Нейтральные / Безличные	s_b917ee7eb18e.mp3	שָׁטַפְתָּ יָדַיִם עִם סַבּוֹן?	Шатáфта ядáйим им сабóн?	Ты помыл руки с мылом?	Существительные	שָׁטַפְתָּ יָדַיִם עִם סַבּוֹן?
2180	FEMALE	Нейтральные / Безличные	s_1b3b7875cf3a.mp3	כָּל הַכָּבוֹד, אֵיזֶה יוֹפִי!	Коль hа-кавóд, éйзе йóфи!	Молодец, какая красота!	Существительные	כָּל הַכָּבוֹד, אֵיזֶה יוֹפִי!
2181	FEMALE	Нейтральные / Безличные	s_9136391f4e73.mp3	בּוֹא נְנַגֵּב אֶת הַדְּמָעוֹת.	Бо ненагéв эт hа-дмаóт.	Давай вытрем слёзы.	Существительные	בּוֹא נְנַגֵּב אֶת הַדְּמָעוֹת
2182	FEMALE	Нейтральные / Безличные	s_29284c7e7870.mp3	חִיבּוּק גָּדוֹל וְהַכֹּל עוֹבֵר!	Хибýк гадóль ве-hа-коль овéр!	Большое объятие — и всё пройдёт!	Существительные	חִיבּוּק גָּדוֹל וְהַכֹּל עוֹבֵר
2183	FEMALE	Нейтральные / Безличные	s_bf404099f9f8.mp3	עַכְשָׁיו זְמַן מְנוּחָה בַּגַּן.	Ахшáв зман менухá ба-ган.	Сейчас время отдыха в саду.	Существительные	עַכְשָׁיו זְמַן מְנוּחָה
2184	FEMALE	Нейтральные / Безличные	s_9edc283eea76.mp3	שִׂימוּ נַעֲלַיִם, יוֹצְאִים לֶחָצֵר!	Сӣ́му наалáйим, йоцъӣ́м ле-хацéр!	Надевайте обувь, выходим во двор!	Существительные	שִׂימוּ נַעֲלַיִם, יוֹצְאִים לֶחָצֵר
2185	FEMALE	Нейтральные / Безличные	s_513e976ae519.mp3	זְהִירוּת עַל הַמַּגְלֵשָׁה הַזֹּאת!	Зеhирýт аль hа-маглешá hа-зот!	Осторожно на этой горке!	Существительные	זְהִירוּת עַל הַמַּגְלֵשָׁה
2186	FEMALE	Нейтральные / Безличные	s_f4d5494dbd3e.mp3	מָה אָמַרְנוּ עַל חוֹל?	Ма амáрну аль холь?	Что мы говорили о песке?	Существительные	מָה אָמַרְנוּ עַל זְרִיקַת חוֹל?
2187	MALE	3-е лицо м.р. (הוא / דוד)	s_01f06e189a8e.mp3	הוּא אָכַל יָפֶה מְאוֹד.	hу ахáль яфé меóд.	Он очень хорошо поел.	Существительные	הוּא אָכַל יָפֶה מְאוֹד הַיּוֹם
2188	FEMALE	3-е лицо ж.р. (היא / שרה)	s_afa641c527bd.mp3	הִיא יָשְׁנָה שָׁעָה וָחֵצִי.	hи яшнá шаá ва-хéци.	Она поспала полтора часа.	Существительные	הִיא יָשְׁנָה שָׁעָה וָחֵצִי
2189	FEMALE	Нейтральные / Безличные	s_a60bbe9abc26.mp3	הָיְתָה לוֹ מַכָּה קְטַנָּה.	hайтá ло макá ктанá.	У него был небольшой ушиб.	Существительные	הָיְתָה לוֹ מַכָּה קְטַנָּה, שַׂמְנוּ קֶרַח
2190	FEMALE	Нейтральные / Безличные	s_ae15ad36ba16.mp3	צָרִיךְ לְהָבִיא חִיתּוּלִים לַגַּן.	Царӣ́х леhавӣ́ хитӯлӣ́м ла-ган.	Нужно принести подгузники в садик.	Существительные	צָרִיךְ לְהָבִיא חִיתּוּלִים לַגַּן
2191	FEMALE	Нейтральные / Безличные	s_9f61eeedfce4.mp3	נָא לְהָבִיא בְּגָדִים לְהַחְלָפָה.	На леhавӣ́ бгадӣ́м ле-hахлафá.	Пожалуйста, принесите сменную одежду.	Существительные	נָא לְהָבִיא בְּגָדִים חַמִּים לְהַחְלָפָה
2192	MALE	3-е лицо м.р. (הוא / דוד)	s_ad8ff92b0b84.mp3	הוּא אַבָּא שֶׁל שַׁבָּת.	hу áба шель шабáт.	Он — «папа Шаббата».	Существительные	הוּא הָיָה אַבָּא שֶׁל שַׁבָּת הַשָּׁבוּעַ
2193	FEMALE	Нейтральные / Безличные	s_a7a014fcd3bc.mp3	שַׁבָּת שָׁלוֹם לְכָל הַמִּשְׁפָּחָה!	Шабáт шалóм ле-холь hа-мишпахá!	Шаббат шалом всей семье!	Существительные	שַׁבָּת שָׁלוֹם לְכָל הַמִּשְׁפָּחָה!
2194	FEMALE	Нейтральные / Безличные	s_621c70905a87.mp3	נִתְרָאֶה מָחָר בַּבּוֹקֶר!	Нитраэ́ махáр ба-бóкер!	Увидимся завтра утром!	Существительные	נִתְרָאֶה מָחָר בַּבּוֹקֶר!
2195	FEMALE	Нейтральные / Безличные	s_167a7e87b128.mp3	יֵשׁ לוֹ דַּלֶּקֶת רֵיאוֹת.	Йеш ло далéкет реóт.	У него воспаление лёгких.	Существительные	דַּלֶּקֶת רֵיאוֹת
2196	FEMALE	Нейтральные / Безличные	s_e7ae505f76d7.mp3	יֵשׁ לָהּ דַּלֶּקֶת גָּרוֹן.	Йеш лаh далéкет гарóн.	У неё воспаление горла.	Существительные	דַּלֶּקֶת גָּרוֹן
2197	FEMALE	3-е лицо ж.р. (היא / שרה)	s_ad4e9870b7f5.mp3	הִיא חוֹלָה בְּשַׁפַּעַת עַכְשָׁיו.	hи холá бе-шапáат ахшáв.	Она сейчас больна гриппом.	Существительные	שַׁפַּעַת
2198	FEMALE	Нейтральные / Безличные	s_b859b92997cf.mp3	זֹאת רַק הִצְטַנְּנוּת קַלָּה.	Зот рак hицтаненӯ́т калá.	Это просто лёгкая простуда.	Существительные	הִצְטַנְּנוּת
2199	FEMALE	Нейтральные / Безличные	s_9e8fe8e3d993.mp3	יֵשׁ זִיהוּם בַּפֶּצַע הַזֶּה.	Йеш зиhӯ́м ба-пéца hа-зэ.	В этой ране инфекция.	Существительные	זִיהוּם
2200	FEMALE	Нейтральные / Безличные	s_2fbbd44d9e20.mp3	יֵשׁ לַיֶּלֶד חוֹם גָּבוֹהַּ.	Йеш ла-йéлед хом гавóа.	У ребёнка высокая температура.	Существительные	חוֹם גָּבוֹהַּ
2201	FEMALE	Нейтральные / Безличные	s_21d47e3afcc1.mp3	הָרוֹפֵא מָצָא שֶׁבֶר בָּרֶגֶל.	hа-рофé мацá шéвер ба-рéгель.	Врач обнаружил перелом в ноге.	Существительные	שֶׁבֶר
2202	FEMALE	Нейтральные / Безличные	s_0f2cd07102c4.mp3	זֶה רַק נֶקַע קַל.	Зэ рак нéка каль.	Это просто лёгкое растяжение связок.	Существительные	נֶקַע
2203	FEMALE	Нейтральные / Безличные	s_cac5baf50e96.mp3	יֵשׁ לִי אַלֶּרְגְיָה לִתְרוּפוֹת.	Йеш ли алéргйя ли-труфóт.	У меня аллергия на лекарства.	Существительные	אַלֶּרְגְּיָה
2204	FEMALE	Нейтральные / Безличные	s_aa8212b3f653.mp3	יֵשׁ לוֹ מַחֲלַת סוּכֶּרֶת.	Йеш ло махалáт сукéрет.	У него сахарный диабет.	Существительные	סוּכֶּרֶת
2205	FEMALE	Нейтральные / Безличные	s_aa4d1b97bef6.mp3	לַחַץ הַדָּם שֶׁלּוֹ גָּבוֹהַּ.	Лáхац hа-дам шелó гавóа.	Его кровяное давление высокое.	Существительные	לַחַץ דָּם גָּבוֹהַּ
2206	FEMALE	Нейтральные / Безличные	s_322b386d28b3.mp3	יֵשׁ לָהּ מִיגְרֶנָה חֲזָקָה.	Йеш лаh мигрéна хазакá.	У неё сильная мигрень.	Существительные	מִיגְרֶנָה
2207	FEMALE	Нейтральные / Безличные	s_e26a68215679.mp3	יֵשׁ לַיֶּלֶד פְּרִיחָה קַלָּה.	Йеш ла-йéлед прихá калá.	У ребёнка лёгкая сыпь.	Существительные	פְּרִיחָה
2208	FEMALE	Нейтральные / Безличные	s_a8194b9b4e66.mp3	יֵשׁ לוֹ קוֹצֶר נְשִׁימָה.	Йеш ло кóцер нешимá.	У него одышка.	Существительные	קוֹצֶר נְשִׁימָה
2209	FEMALE	Нейтральные / Безличные	s_e1d730881dc2.mp3	הַתְּרוּפָה הַזֹּאת עוֹזֶרֶת לְצָרֶבֶת.	hа-труфá hа-зот озéрет ле-царéвет.	Это лекарство помогает от изжоги.	Существительные	צַרֶבֶת
2210	FEMALE	Нейтральные / Безличные	s_25aae4239193.mp3	מַיִם עוֹזְרִים נֶגֶד עֲצִירוּת.	Мáим озрӣ́м нéгед ацирӯ́т.	Вода помогает против запора.	Существительные	עֲצִירוּת
2211	FEMALE	Нейтральные / Безличные	s_a2e2dd34e754.mp3	יֵשׁ לוֹ שִׁלְשׁוּל וְחוֹם.	Йеш ло шильшӯ́ль ве-хом.	У него понос и температура.	Существительные	שִׁלְשׁוּל
2212	FEMALE	Нейтральные / Безличные	s_b65e1c9f5eb0.mp3	זֹאת כְּוִיָּה קַלָּה בַּיָּד.	Зот квийá калá ба-яд.	Это лёгкий ожог на руке.	Существительные	כְּוִיָּה
2213	FEMALE	Нейтральные / Безличные	s_777a8529783f.mp3	הָרוֹפֵא חָבַשׁ אֶת הַפֶּצַע.	hа-рофé хавáш эт hа-пéца.	Врач перевязал рану.	Существительные	פֶּצַע
2214	MALE	3-е лицо м.р. (הוא / דוד)	s_36b1b04415aa.mp3	הוּא עָבַר שָׁבָץ מוֹחִי.	hу авáр шавáц мохӣ́.	Он перенёс инсульт.	Существительные	שָׁבָץ מוֹחִי
2215	FEMALE	Нейтральные / Безличные	s_7b424e1269b9.mp3	הָיָה לוֹ הֶתְקֵף לֵב.	hайá ло hеткéф лев.	У него был сердечный приступ.	Существительные	הֶתְקֵף לֵב
2216	FEMALE	Нейтральные / Безличные	s_42002c6db732.mp3	יֵשׁ לָהּ הַרְעָלַת קֵיבָה.	Йеш лаh hаръалáт кейвá.	У неё пищевое отравление.	Существительные	הַרְעָלַת קֵיבָה
2217	FEMALE	3-е лицо ж.р. (היא / שרה)	s_87684f6d6a8e.mp3	הִיא סוֹבֶלֶת מֵחֲרָדָה עַכְשָׁיו.	hи совéлет ме-харадá ахшáв.	Она сейчас страдает от тревожности.	Существительные	חֲרָדָה
2218	FEMALE	Нейтральные / Безличные	s_bd94002b249b.mp3	צָרִיךְ לַעֲשׂוֹת בְּדִיקַת שֶׁתֶן.	Царӣ́х лаасóт бдикáт шéтен.	Нужно сделать анализ мочи.	Существительные	בְּדִיקַת שֶׁתֶן
2219	FEMALE	Нейтральные / Безличные	s_a804fc661553.mp3	הָרוֹפֵא עָשָׂה אוּלְטְרָסָאוּנְד הַיּוֹם.	hа-рофé асá ултрасáунд hа-йом.	Врач сделал УЗИ сегодня.	Существительные	אוּלְטְרָסָאוּנְד
2220	FEMALE	Нейтральные / Безличные	s_495dc7bf7063.mp3	עָשִׂיתִי בְּדִיקַת סִי-טִי הַיּוֹם.	Асӣ́ти бдикáт си-ти hа-йом.	Я сделал КТ-обследование сегодня.	Существительные	סִי-טִי (CT)
2221	FEMALE	Нейтральные / Безличные	s_4bbd7f715551.mp3	יֵשׁ לִי הַפְנָיָה לְמוּמְחֶה.	Йеш ли hафнайá ле-мумхé.	У меня есть направление к специалисту.	Существительные	הַפְנָיָה לְמוּמְחֶה
2222	FEMALE	Нейтральные / Безличные	s_7086d3c2f3c2.mp3	שָׂמוּ לוֹ גֶּבֶס עַכְשָׁיו.	Сáму ло гéвес ахшáв.	Ему наложили гипс сейчас.	Существительные	גֶּבֶס
2223	FEMALE	Нейтральные / Безличные	s_e04301cd22e2.mp3	הָרוֹפֵא הוֹרִיד אֶת הַתְּפָרִים.	hа-рофé hорӣ́д эт hа-тфарӣ́м.	Врач снял швы.	Существительные	תֶּפֶר
2224	FEMALE	Нейтральные / Безличные	s_fa4f4463dd47.mp3	הַחוֹלֶה מְקַבֵּל עֵירוּי עַכְשָׁיו.	hа-холé мекабéль эрӯ́й ахшáв.	Пациент сейчас получает капельницу.	Существительные	עֵירוּי
2225	FEMALE	Нейтральные / Безличные	s_68f9b6e2b3dc.mp3	הָלַכְנוּ אֶל רוֹפֵא יְלָדִים.	hалáхну эль рофé йеладӣ́м.	Мы пошли к педиатру.	Существительные	רוֹפֵא יְלָדִים
2226	MALE	1-е лицо м.р. (אני רוצה)	s_5fb9c9bc338e.mp3	אֲנִי צָרִיךְ תְּעוּדַת מַחֲלָה.	Анӣ царӣ́х теудáт махалá.	Мне нужен больничный лист.	Существительные	תְּעוּדַת מַחֲלָה
